time               ,W      ,usage_c0             ,usage_c1             ,usage_c2             ,usage_c3             ,usage_c4             ,usage_c5             ,usage_c6             ,usage_c7             ,temp4 ,temp5 ,temp6 ,temp7
1676067658.4759107 , 5.225 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.091                ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067658.6763525 , 5.225 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.095                ,0.0                  ,0.05                 ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067658.8767989 , 5.347 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.05                 ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067659.07727   , 5.347 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.095                ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067659.2777307 , 5.347 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067659.4781816 , 5.347 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.05                 ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067659.6786406 , 5.347 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.1                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067659.8790975 , 5.344 ,0.1                  ,0.0                  ,0.0                  ,0.048                ,0.05                 ,0.095                ,0.158                ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067660.0795674 , 5.344 ,0.19                 ,0.0                  ,0.0                  ,0.0                  ,0.095                ,0.0                  ,0.05                 ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067660.2800043 , 5.344 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067660.4804413 , 5.344 ,0.15                 ,0.0                  ,0.0                  ,0.05                 ,0.0                  ,0.0                  ,0.136                ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067660.6809583 , 5.344 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.05                 ,0.091                ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067660.8813999 , 5.344 ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067661.0818613 , 5.325 ,0.19                 ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067661.2823145 , 5.325 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.19                 ,1.0                  , 41.0 , 42.0 , 48.0 , 49.0 ,
1676067661.4827552 , 5.325 ,0.1                  ,0.05                 ,0.0                  ,0.0                  ,0.1                  ,0.15                 ,0.05                 ,1.0                  , 42.0 , 43.0 , 46.0 , 49.0 ,
1676067661.6832037 , 5.325 ,0.1                  ,0.0                  ,0.0                  ,0.048                ,0.0                  ,0.0                  ,0.05                 ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067661.8836734 , 5.325 ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.05                 ,0.0                  ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067662.0841322 , 5.405 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067662.284591  , 5.405 ,0.105                ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.048                ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067662.4850628 , 5.405 ,0.053                ,0.048                ,0.0                  ,0.0                  ,0.14300000000000002  ,0.14300000000000002  ,0.0                  ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067662.685524  , 5.405 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.053                ,0.095                ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067662.8859775 , 5.401 ,0.15                 ,0.0                  ,0.0                  ,0.048                ,0.048                ,0.0                  ,0.19                 ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067663.0864384 , 5.401 ,0.15                 ,0.0                  ,0.0                  ,0.0                  ,0.05                 ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067663.286891  , 5.401 ,0.1                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
1676067663.487333  , 5.401 ,0.053                ,0.0                  ,0.0                  ,0.048                ,0.048                ,0.095                ,0.048                ,1.0                  , 41.0 , 42.0 , 46.0 , 49.0 ,
1676067663.6877782 , 5.401 ,0.14300000000000002  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.048                ,0.0                  ,1.0                  , 41.0 , 41.0 , 45.0 , 49.0 ,
1676067663.8882291 , 5.401 ,0.053                ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,0.0                  ,1.0                  , 41.0 , 42.0 , 45.0 , 49.0 ,
